Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,NV,Nevada,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,943,70.7,66.8,74.5,"3,290",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,32,BO1,CAT1,_MAM502Y,RESP046,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,404,29.4,25.5,33.2,"3,291",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,32,BO1,CAT1,_MAM502Y,RESP054,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,123",69.5,66,73,"3,250",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,32,BO1,CAT1,_RFMAM2Y,RESP046,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,500,30.5,27,34,"3,251",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,32,BO1,CAT1,_RFMAM2Y,RESP054,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,969,73.5,69.6,77.3,"3,366",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,32,BO1,CAT1,_RFPAP32,RESP046,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,393,26.5,22.7,30.4,"3,367",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,32,BO1,CAT1,_RFPAP32,RESP054,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,789,78.1,73.9,82.3,"3,410",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,32,BO1,CAT1,_RFPAP33,RESP188,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,204,21.9,17.7,26.1,"3,411",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,32,BO1,CAT1,_RFPAP33,RESP189,"(39.493240390000494, -117.07184056399967)"
2014,NH,New Hampshire,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,428,9.8,8.6,11,"3,470",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,33,BO1,CAT1,_RFBLDS2,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,481",90.2,89,91.4,"3,471",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,33,BO1,CAT1,_RFBLDS2,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,203,5.5,4.5,6.5,"3,510",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,33,BO1,CAT1,_RFBLDS3,RESP190,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"2,958",94.5,93.5,95.5,"3,511",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,33,BO1,CAT1,_RFBLDS3,RESP191,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,123",77.8,76,79.6,"3,550",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,33,BO1,CAT1,_RFSIGM2,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,852,22.2,20.4,24,"3,551",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,33,BO1,CAT1,_RFSIGM2,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,"2,311",73.7,71.5,75.8,"3,590",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,33,BO1,CAT1,_CRCREC,RESP192,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,798,26.4,24.2,28.5,"3,591",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,33,BO1,CAT1,_CRCREC,RESP193,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Demographics,Age,What is your age?,18-24 years,Overall,Overall,225,12.5,10.7,14.2,"1,338",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,33,BO1,CAT1,AGE,RESP010,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Demographics,Age,What is your age?,25-34 years,Overall,Overall,470,14.1,12.6,15.5,"1,339",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,33,BO1,CAT1,AGE,RESP011,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Demographics,Age,What is your age?,35-44 years,Overall,Overall,676,14.8,13.6,16.1,"1,340",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,33,BO1,CAT1,AGE,RESP012,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"1,125",19.8,18.4,21.1,"1,341",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,33,BO1,CAT1,AGE,RESP013,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"1,485",18.9,17.7,20.1,"1,342",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,33,BO1,CAT1,AGE,RESP014,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Demographics,Age,What is your age?,65+ years,Overall,Overall,"2,211",20,18.9,21.1,"1,343",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,33,BO1,CAT1,AGE,RESP015,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,497,11.4,10.1,12.7,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,33,BO1,CAT1,HLTHPLN1,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,668",88.6,87.3,89.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,33,BO1,CAT1,HLTHPLN1,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,392",85.8,84.1,87.4,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,33,BO1,CAT1,_HCVU651,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,476,14.2,12.6,15.9,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,33,BO1,CAT1,_HCVU651,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,286",60.8,58.1,63.6,"3,025",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,33,BO1,CAT1,_FLSHOT6,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,839,39.2,36.4,42,"3,026",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,33,BO1,CAT1,_FLSHOT6,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,533",76.2,73.7,78.6,"3,063",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,33,BO1,CAT1,_PNEUMO2,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,495,23.9,21.4,26.3,"3,064",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,33,BO1,CAT1,_PNEUMO2,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,278,12.2,10.4,13.9,"1,162",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,33,BO1,CAT1,_ALTETH2,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,833",87.9,86.1,89.6,"1,163",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,33,BO1,CAT1,_ALTETH2,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,800,39.4,36.5,42.3,"3,430",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,33,BO1,CAT1,_RFPSA21,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,022",60.6,57.8,63.5,"3,431",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,33,BO1,CAT1,_RFPSA21,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,"1,504",83.3,81.1,85.4,"3,307",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,33,BO1,CAT1,_MAM5021,RESP186,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,351,16.7,14.6,18.9,"3,308",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,33,BO1,CAT1,_MAM5021,RESP187,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,855",80.8,78.7,82.9,"3,270",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,33,BO1,CAT1,_MAM502Y,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,514,19.2,17.1,21.3,"3,271",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,33,BO1,CAT1,_MAM502Y,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,190",79.4,77.4,81.4,"3,230",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,33,BO1,CAT1,_RFMAM2Y,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,629,20.6,18.6,22.6,"3,231",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,33,BO1,CAT1,_RFMAM2Y,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,853",76.1,73.3,78.9,"3,344",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,33,BO1,CAT1,_RFPAP32,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,632,23.9,21.1,26.7,"3,345",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,33,BO1,CAT1,_RFPAP32,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,"1,488",85.3,82.8,87.9,"3,388",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,33,BO1,CAT1,_RFPAP33,RESP188,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,277,14.7,12.1,17.2,"3,389",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,33,BO1,CAT1,_RFPAP33,RESP189,"(43.65595011300047, -71.50036091999965)"
2014,NJ,New Jersey,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"2,559",19.2,18.2,20.2,"1,351",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,34,BO1,CAT1,AGE,RESP013,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"3,002",16.9,16,17.8,"1,352",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,34,BO1,CAT1,AGE,RESP014,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,917,11.7,10.7,12.8,"3,501",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,34,BO1,CAT1,_RFBLDS2,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"6,520",88.3,87.2,89.3,"3,502",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,34,BO1,CAT1,_RFBLDS2,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,487,7.3,6.4,8.3,"3,541",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,34,BO1,CAT1,_RFBLDS3,RESP190,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"5,621",92.7,91.7,93.6,"3,542",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,34,BO1,CAT1,_RFBLDS3,RESP191,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Demographics,Age,What is your age?,65+ years,Overall,Overall,"3,950",19.3,18.4,20.2,"1,353",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,34,BO1,CAT1,AGE,RESP015,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,287",67.7,66,69.4,"3,581",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,34,BO1,CAT1,_RFSIGM2,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,"2,258",32.3,30.6,34,"3,582",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,34,BO1,CAT1,_RFSIGM2,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,"4,043",65,63,66.9,"3,621",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,34,BO1,CAT1,_CRCREC,RESP192,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,"1,930",35,33.1,37,"3,622",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,34,BO1,CAT1,_CRCREC,RESP193,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Demographics,Age,What is your age?,18-24 years,Overall,Overall,599,11.8,10.7,12.9,"1,348",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,34,BO1,CAT1,AGE,RESP010,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Demographics,Age,What is your age?,25-34 years,Overall,Overall,"1,246",16.1,15.1,17.2,"1,349",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,34,BO1,CAT1,AGE,RESP011,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Demographics,Age,What is your age?,35-44 years,Overall,Overall,"1,689",16.7,15.6,17.7,"1,350",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,34,BO1,CAT1,AGE,RESP012,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"11,886",87.6,86.6,88.5,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,34,BO1,CAT1,HLTHPLN1,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,104",12.5,11.5,13.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,34,BO1,CAT1,HLTHPLN1,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,801",85,83.9,86.1,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,34,BO1,CAT1,_HCVU651,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,030",15,13.9,16.1,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,34,BO1,CAT1,_HCVU651,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,197",59.4,56.9,61.8,"3,051",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,34,BO1,CAT1,_FLSHOT6,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,511",40.7,38.2,43.1,"3,052",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,34,BO1,CAT1,_FLSHOT6,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,326",64.1,61.6,66.5,"3,089",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,34,BO1,CAT1,_PNEUMO2,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,213",35.9,33.5,38.4,"3,090",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,34,BO1,CAT1,_PNEUMO2,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,482,13.1,11.2,14.9,"1,169",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,34,BO1,CAT1,_ALTETH2,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,230",87,85.1,88.8,"1,170",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,34,BO1,CAT1,_ALTETH2,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,879",44.8,42.5,47.2,"3,461",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,34,BO1,CAT1,_RFPSA21,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,718",55.2,52.8,57.5,"3,462",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,34,BO1,CAT1,_RFPSA21,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,"2,818",78.2,75.9,80.5,"3,337",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,34,BO1,CAT1,_MAM5021,RESP186,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,761,21.8,19.5,24.1,"3,338",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,34,BO1,CAT1,_MAM5021,RESP187,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,450",76.3,74.2,78.3,"3,299",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,34,BO1,CAT1,_MAM502Y,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,094",23.8,21.7,25.8,"3,300",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,34,BO1,CAT1,_MAM502Y,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,169",74.4,72.5,76.2,"3,259",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,34,BO1,CAT1,_RFMAM2Y,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,414",25.6,23.8,27.5,"3,260",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,34,BO1,CAT1,_RFMAM2Y,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,199",75.9,74,77.7,"3,375",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,34,BO1,CAT1,_RFPAP32,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,266",24.2,22.3,26,"3,376",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,34,BO1,CAT1,_RFPAP32,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,"3,340",83.8,82.1,85.5,"3,419",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,34,BO1,CAT1,_RFPAP33,RESP188,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,636,16.2,14.5,17.9,"3,420",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,34,BO1,CAT1,_RFPAP33,RESP189,"(40.13057004800049, -74.27369128799967)"
